TripNumber,TripDate,FromPos,ToPos,Distance,DriverName,DriverType,Revenue,DieselCost,OtherExpensesCost,ExternalTransportCost,TotalCost,Profit,TripYear,TripMonth,TripDay,TripQuarter,TripWeekday
TR0529,2023-12-06,TABUK,JUBAIL,113,Rashed Hamad,Internal,6860.08,940.65,267.03,0.0,1207.68,5652.4,2023,12,6,4,Wednesday
TR0530,2023-10-22,MADINAH,BURAIDAH,474,Rashed Hamad,External,3484.1,609.78,96.49,274.76,981.03,2503.07,2023,10,22,4,Sunday
TR0531,2023-08-05,TABUK,HAIL,166,Turki Salem,External,3452.88,582.27,105.27,505.76,1193.3,2259.58,2023,8,5,3,Saturday
TR0532,2023-12-24,BURAIDAH,TABUK,746,Majed Saud,Internal,588.65,71.27,32.29,0.0,103.56,485.09,2023,12,24,4,Sunday
TR0533,2023-06-16,TAIF,JUBAIL,631,Khalid Omar,External,2278.54,335.25,129.39,125.07,589.71,1688.83,2023,6,16,2,Friday
TR0534,2023-09-13,ABHA,MAKKAH,958,Majed Saud,External,3238.08,453.52,152.33,277.54,883.39,2354.69,2023,9,13,3,Wednesday
TR0535,2023-10-22,JUBAIL,MAKKAH,304,Majed Saud,External,6530.66,1015.74,466.15,192.06,1673.95,4856.71,2023,10,22,4,Sunday
TR0536,2023-03-18,TABUK,RIYADH,461,Saeed Turki,External,1508.54,285.61,87.25,120.83,493.69,1014.85,2023,3,18,1,Saturday
TR0537,2023-06-11,TABUK,MADINAH,613,Turki Salem,Internal,3488.01,589.66,82.32,0.0,671.98,2816.03,2023,6,11,2,Sunday
TR0538,2023-05-11,TABUK,YANBU,297,Nasser Fahad,External,2448.27,333.04,130.86,297.47,761.37,1686.9,2023,5,11,2,Thursday
TR0539,2023-06-26,RIYADH,TABUK,348,Omar Khalid,Internal,4826.4,796.29,252.45,0.0,1048.74,3777.66,2023,6,26,2,Monday
TR0540,2023-05-26,TAIF,ABHA,1478,Turki Salem,External,6310.58,913.1,155.9,580.89,1649.89,4660.69,2023,5,26,2,Friday
TR0541,2023-08-26,JUBAIL,DAMMAM,443,Salem Rashed,External,3663.62,590.69,162.25,498.48,1251.42,2412.2,2023,8,26,3,Saturday
TR0542,2023-02-10,DAMMAM,ABHA,567,Omar Khalid,External,5397.6,923.22,304.01,320.18,1547.41,3850.19,2023,2,10,1,Friday
TR0543,2023-08-16,TAIF,JUBAIL,1166,Nasser Fahad,External,1754.89,325.39,48.26,61.76,435.41,1319.48,2023,8,16,3,Wednesday
TR0544,2023-05-09,YANBU,JEDDAH,531,Khalid Omar,External,1272.57,135.38,92.54,104.69,332.61,939.96,2023,5,9,2,Tuesday
TR0545,2023-01-14,ABHA,HAIL,270,Mohammed Saeed,External,5135.77,556.88,389.78,300.32,1246.98,3888.79,2023,1,14,1,Saturday
TR0546,2023-04-28,MAKKAH,TAIF,1007,Salem Rashed,Internal,1484.58,272.94,32.24,0.0,305.18,1179.4,2023,4,28,2,Friday
TR0547,2023-12-06,TAIF,ABHA,1075,Nasser Fahad,External,4614.09,523.75,354.87,373.25,1251.87,3362.22,2023,12,6,4,Wednesday
TR0548,2023-10-30,HAIL,TABUK,1392,Majed Saud,External,4425.95,725.65,170.75,230.48,1126.88,3299.07,2023,10,30,4,Monday
TR0549,2023-10-04,MAKKAH,JEDDAH,1004,Faisal Nasser,External,3591.53,415.08,74.11,281.93,771.12,2820.41,2023,10,4,4,Wednesday
TR0550,2023-03-11,TAIF,MADINAH,1060,Turki Salem,Internal,5658.27,844.18,369.65,0.0,1213.83,4444.44,2023,3,11,1,Saturday
TR0551,2023-06-03,RIYADH,TABUK,699,Fahad Majed,Internal,6475.76,1002.59,202.78,0.0,1205.37,5270.39,2023,6,3,2,Saturday
TR0552,2023-10-15,ABHA,TABUK,611,Khalid Omar,External,6713.2,819.41,166.17,629.69,1615.27,5097.93,2023,10,15,4,Sunday
TR0553,2023-09-22,HAIL,YANBU,656,Faisal Nasser,External,3596.78,666.66,111.3,156.24,934.2,2662.58,2023,9,22,3,Friday
TR0554,2023-11-23,TABUK,JUBAIL,1027,Faisal Nasser,External,1908.42,194.54,43.85,153.14,391.53,1516.89,2023,11,23,4,Thursday
TR0555,2023-04-06,JEDDAH,TAIF,651,Khalid Omar,External,5953.3,733.93,172.89,440.76,1347.58,4605.72,2023,4,6,2,Thursday
TR0556,2023-06-25,ABHA,MADINAH,1120,Omar Khalid,External,5727.01,590.88,142.11,644.78,1377.77,4349.24,2023,6,25,2,Sunday
TR0557,2023-03-16,RIYADH,TAIF,903,Mohammed Saeed,External,1862.03,352.98,65.18,106.58,524.74,1337.29,2023,3,16,1,Thursday
TR0558,2023-01-07,JEDDAH,MADINAH,888,Rashed Hamad,External,2353.72,469.46,75.2,259.61,804.27,1549.45,2023,1,7,1,Saturday
TR0559,2023-02-18,BURAIDAH,YANBU,526,Nasser Fahad,External,5610.82,736.2,220.98,529.52,1486.7,4124.12,2023,2,18,1,Saturday
TR0560,2023-01-22,YANBU,BURAIDAH,1166,Mohammed Saeed,External,4109.22,533.71,171.05,32.11,736.87,3372.35,2023,1,22,1,Sunday
TR0561,2023-12-08,MAKKAH,JEDDAH,583,Salem Rashed,External,2933.85,342.49,107.28,52.66,502.43,2431.42,2023,12,8,4,Friday
TR0562,2023-05-05,RIYADH,JEDDAH,1290,Rashed Hamad,External,5663.05,654.08,375.16,211.28,1240.52,4422.53,2023,5,5,2,Friday
TR0563,2023-09-13,JEDDAH,YANBU,1366,Omar Khalid,Internal,948.31,155.96,58.87,0.0,214.83,733.48,2023,9,13,3,Wednesday
TR0564,2023-02-24,DAMMAM,BURAIDAH,576,Omar Khalid,External,6541.44,941.13,206.57,676.3,1824.0,4717.44,2023,2,24,1,Friday
TR0565,2023-07-03,YANBU,DAMMAM,613,Saleh Ayed,Internal,4139.77,595.09,156.0,0.0,751.09,3388.68,2023,7,3,3,Monday
TR0566,2023-12-23,TABUK,MAKKAH,1260,Khalid Omar,External,2927.61,429.89,210.96,262.91,903.76,2023.85,2023,12,23,4,Saturday
TR0567,2023-10-11,DAMMAM,JEDDAH,1187,Khalid Omar,External,2717.54,343.32,114.21,0.29,457.82,2259.72,2023,10,11,4,Wednesday
TR0568,2023-11-23,BURAIDAH,ABHA,479,Saleh Ayed,Internal,5148.01,702.23,294.53,0.0,996.76,4151.25,2023,11,23,4,Thursday
TR0569,2023-06-14,YANBU,JEDDAH,1448,Turki Salem,External,1924.02,323.86,126.88,44.48,495.22,1428.8,2023,6,14,2,Wednesday
TR0570,2023-05-25,TAIF,TABUK,1412,Omar Khalid,Internal,1221.92,202.7,27.65,0.0,230.35,991.57,2023,5,25,2,Thursday
TR0571,2023-03-08,DAMMAM,RIYADH,513,Mohammed Saeed,External,1937.12,199.88,113.33,112.91,426.12,1511.0,2023,3,8,1,Wednesday
TR0572,2023-09-08,BURAIDAH,JUBAIL,1308,Faisal Nasser,Internal,3247.66,521.56,78.76,0.0,600.32,2647.34,2023,9,8,3,Friday
TR0573,2023-04-17,JUBAIL,TABUK,263,Nasser Fahad,Internal,3206.95,559.12,235.47,0.0,794.59,2412.36,2023,4,17,2,Monday
TR0574,2023-07-08,YANBU,RIYADH,1363,Faisal Nasser,Internal,6007.25,1102.0,148.24,0.0,1250.24,4757.01,2023,7,8,3,Saturday
TR0575,2023-04-21,BURAIDAH,JEDDAH,307,Majed Saud,Internal,4487.46,533.77,231.43,0.0,765.2,3722.26,2023,4,21,2,Friday
TR0576,2023-05-08,HAIL,YANBU,466,Turki Salem,External,6095.81,1076.69,332.79,616.74,2026.22,4069.59,2023,5,8,2,Monday
TR0577,2023-12-26,JUBAIL,ABHA,313,Khalid Omar,Internal,4624.74,695.88,274.95,0.0,970.83,3653.91,2023,12,26,4,Tuesday
TR0578,2023-10-01,HAIL,TABUK,821,Saleh Ayed,External,4625.61,923.67,326.99,286.1,1536.76,3088.85,2023,10,1,4,Sunday
TR0579,2023-11-21,ABHA,TAIF,1346,Abdullah Hassan,Internal,3312.97,513.59,214.27,0.0,727.86,2585.11,2023,11,21,4,Tuesday
TR0580,2023-07-04,TABUK,BURAIDAH,913,Ahmed Ali,Internal,7872.17,1256.21,401.93,0.0,1658.14,6214.03,2023,7,4,3,Tuesday
TR0581,2023-06-04,RIYADH,TAIF,554,Abdullah Hassan,External,662.76,120.75,40.68,27.43,188.86,473.9,2023,6,4,2,Sunday
TR0582,2023-10-11,BURAIDAH,HAIL,1268,Saleh Ayed,Internal,1207.15,176.29,35.45,0.0,211.74,995.41,2023,10,11,4,Wednesday
TR0583,2023-05-16,TAIF,JUBAIL,611,Abdullah Hassan,External,6583.06,718.81,289.57,906.37,1914.75,4668.31,2023,5,16,2,Tuesday
TR0584,2023-02-09,YANBU,TAIF,1088,Khalid Omar,External,6692.79,1130.81,365.25,911.21,2407.27,4285.52,2023,2,9,1,Thursday
TR0585,2023-11-01,JUBAIL,MADINAH,176,Majed Saud,External,1088.58,114.95,72.12,56.81,243.88,844.7,2023,11,1,4,Wednesday
TR0586,2023-08-11,ABHA,JEDDAH,564,Majed Saud,Internal,5254.15,857.58,122.15,0.0,979.73,4274.42,2023,8,11,3,Friday
TR0587,2023-09-26,RIYADH,ABHA,1205,Fahad Majed,Internal,2951.24,501.05,86.15,0.0,587.2,2364.04,2023,9,26,3,Tuesday
TR0588,2023-12-11,YANBU,ABHA,1012,Rashed Hamad,Internal,2165.64,279.32,94.55,0.0,373.87,1791.77,2023,12,11,4,Monday
TR0589,2023-03-09,TAIF,JEDDAH,1074,Fahad Majed,Internal,4611.14,582.18,202.48,0.0,784.66,3826.48,2023,3,9,1,Thursday
TR0590,2023-08-11,YANBU,DAMMAM,376,Nasser Fahad,Internal,4158.96,687.16,132.11,0.0,819.27,3339.69,2023,8,11,3,Friday
TR0591,2023-11-12,YANBU,BURAIDAH,604,Abdullah Hassan,Internal,2496.93,357.08,152.52,0.0,509.6,1987.33,2023,11,12,4,Sunday
TR0592,2023-10-22,JEDDAH,DAMMAM,1475,Saeed Turki,External,3239.51,385.66,131.76,318.48,835.9,2403.61,2023,10,22,4,Sunday
TR0593,2023-06-06,DAMMAM,ABHA,1362,Hamad Saleh,External,5173.87,745.28,390.38,181.21,1316.87,3857.0,2023,6,6,2,Tuesday
TR0594,2023-12-17,TAIF,DAMMAM,275,Mohammed Saeed,Internal,2322.86,376.54,67.04,0.0,443.58,1879.28,2023,12,17,4,Sunday
TR0595,2023-05-28,RIYADH,ABHA,327,Faisal Nasser,External,4033.93,537.27,259.79,128.2,925.26,3108.67,2023,5,28,2,Sunday
TR0596,2023-10-07,BURAIDAH,MADINAH,1223,Nasser Fahad,Internal,5713.03,953.08,243.35,0.0,1196.43,4516.6,2023,10,7,4,Saturday
TR0597,2023-12-06,BURAIDAH,RIYADH,623,Khalid Omar,Internal,2630.1,470.57,150.12,0.0,620.69,2009.41,2023,12,6,4,Wednesday
TR0598,2023-01-28,TABUK,YANBU,117,Mohammed Saeed,External,5452.8,906.79,407.72,294.63,1609.14,3843.66,2023,1,28,1,Saturday
TR0599,2023-02-25,RIYADH,TAIF,1429,Saeed Turki,Internal,7848.45,1183.97,491.17,0.0,1675.14,6173.31,2023,2,25,1,Saturday
TR0600,2023-06-11,TABUK,JUBAIL,1188,Mohammed Saeed,Internal,1991.56,391.7,106.83,0.0,498.53,1493.03,2023,6,11,2,Sunday
TR0601,2023-12-31,RIYADH,JEDDAH,606,Saleh Ayed,External,3001.77,418.27,88.31,156.14,662.72,2339.05,2023,12,31,4,Sunday
TR0602,2023-06-30,TAIF,YANBU,719,Abdullah Hassan,External,6589.2,1071.27,479.17,880.06,2430.5,4158.7,2023,6,30,2,Friday
TR0603,2023-01-16,BURAIDAH,MADINAH,561,Khalid Omar,External,7228.81,1197.76,182.66,414.44,1794.86,5433.95,2023,1,16,1,Monday
TR0604,2023-12-14,HAIL,YANBU,565,Saeed Turki,Internal,4796.74,684.24,185.84,0.0,870.08,3926.66,2023,12,14,4,Thursday
TR0605,2023-11-06,TAIF,BURAIDAH,1210,Khalid Omar,Internal,5393.54,852.74,329.24,0.0,1181.98,4211.56,2023,11,6,4,Monday
TR0606,2023-04-14,DAMMAM,TAIF,1172,Saleh Ayed,Internal,3725.48,711.19,246.64,0.0,957.83,2767.65,2023,4,14,2,Friday
TR0607,2023-12-02,HAIL,DAMMAM,750,Mohammed Saeed,Internal,1881.01,346.02,54.04,0.0,400.06,1480.95,2023,12,2,4,Saturday
TR0608,2023-01-16,TAIF,TABUK,942,Faisal Nasser,External,6092.07,1109.79,354.62,674.7,2139.11,3952.96,2023,1,16,1,Monday
TR0609,2023-03-19,MAKKAH,JEDDAH,369,Khalid Omar,Internal,6218.36,1002.39,223.93,0.0,1226.32,4992.04,2023,3,19,1,Sunday
TR0610,2023-10-18,HAIL,MAKKAH,1321,Abdullah Hassan,Internal,5655.33,768.71,346.61,0.0,1115.32,4540.01,2023,10,18,4,Wednesday
TR0611,2023-09-02,DAMMAM,HAIL,1338,Nasser Fahad,External,1879.82,260.82,91.04,46.18,398.04,1481.78,2023,9,2,3,Saturday
TR0612,2023-04-26,RIYADH,TABUK,130,Saleh Ayed,External,7626.49,932.38,459.73,232.04,1624.15,6002.34,2023,4,26,2,Wednesday
TR0613,2023-04-15,JEDDAH,MAKKAH,999,Hamad Saleh,External,5658.97,1056.4,414.55,362.93,1833.88,3825.09,2023,4,15,2,Saturday
TR0614,2023-01-22,HAIL,ABHA,740,Saeed Turki,Internal,4404.87,639.42,306.67,0.0,946.09,3458.78,2023,1,22,1,Sunday
TR0615,2023-01-22,MAKKAH,HAIL,1201,Saeed Turki,Internal,4682.76,709.97,270.85,0.0,980.82,3701.94,2023,1,22,1,Sunday
TR0616,2023-01-26,MAKKAH,TAIF,1000,Saeed Turki,External,6302.58,810.46,189.01,278.34,1277.81,5024.77,2023,1,26,1,Thursday
TR0617,2023-01-28,YANBU,BURAIDAH,391,Nasser Fahad,External,1178.31,176.82,36.28,103.48,316.58,861.73,2023,1,28,1,Saturday
TR0618,2023-12-23,BURAIDAH,DAMMAM,905,Saeed Turki,External,3881.64,457.6,215.12,414.93,1087.65,2793.99,2023,12,23,4,Saturday
TR0619,2023-04-14,TABUK,JEDDAH,612,Omar Khalid,Internal,5887.81,661.52,158.09,0.0,819.61,5068.2,2023,4,14,2,Friday
TR0620,2023-08-19,JUBAIL,TAIF,274,Turki Salem,External,5951.55,1175.55,337.6,142.75,1655.9,4295.65,2023,8,19,3,Saturday
TR0621,2023-10-09,ABHA,RIYADH,449,Saleh Ayed,External,4741.19,786.81,137.52,617.89,1542.22,3198.97,2023,10,9,4,Monday
TR0622,2023-04-02,YANBU,RIYADH,959,Faisal Nasser,External,5976.21,1171.91,223.07,161.98,1556.96,4419.25,2023,4,2,2,Sunday
TR0623,2023-03-09,MAKKAH,RIYADH,1375,Rashed Hamad,External,591.56,88.59,29.53,71.65,189.77,401.79,2023,3,9,1,Thursday
TR0624,2023-11-08,TABUK,MAKKAH,544,Fahad Majed,External,3903.04,562.77,218.86,3.85,785.48,3117.56,2023,11,8,4,Wednesday
TR0625,2023-10-08,MADINAH,JUBAIL,1387,Turki Salem,Internal,866.89,99.54,51.32,0.0,150.86,716.03,2023,10,8,4,Sunday
TR0626,2023-01-19,DAMMAM,RIYADH,1466,Fahad Majed,External,2983.33,324.5,79.16,444.7,848.36,2134.97,2023,1,19,1,Thursday
TR0627,2023-03-24,JUBAIL,MADINAH,1351,Salem Rashed,Internal,7747.2,1355.24,322.37,0.0,1677.61,6069.59,2023,3,24,1,Friday
TR0628,2023-01-19,JEDDAH,TAIF,761,Omar Khalid,External,6651.99,1169.71,469.62,64.78,1704.11,4947.88,2023,1,19,1,Thursday
TR0629,2023-08-30,DAMMAM,JEDDAH,662,Omar Khalid,External,4434.85,752.07,251.56,72.71,1076.34,3358.51,2023,8,30,3,Wednesday
TR0630,2023-11-19,BURAIDAH,JEDDAH,1090,Majed Saud,External,3702.9,684.22,131.75,319.45,1135.42,2567.48,2023,11,19,4,Sunday
TR0631,2023-11-16,TAIF,DAMMAM,1358,Fahad Majed,External,4397.79,717.66,217.91,118.68,1054.25,3343.54,2023,11,16,4,Thursday
TR0632,2023-11-09,MAKKAH,TAIF,496,Ahmed Ali,Internal,679.9,110.52,18.41,0.0,128.93,550.97,2023,11,9,4,Thursday
TR0633,2023-04-17,HAIL,ABHA,947,Ahmed Ali,External,3122.38,563.92,102.23,300.04,966.19,2156.19,2023,4,17,2,Monday
TR0634,2023-12-20,MADINAH,TAIF,238,Faisal Nasser,External,4300.17,569.31,87.59,442.38,1099.28,3200.89,2023,12,20,4,Wednesday
TR0635,2023-06-24,ABHA,JUBAIL,1361,Ahmed Ali,Internal,1955.12,358.53,147.29,0.0,505.82,1449.3,2023,6,24,2,Saturday
TR0636,2023-09-03,TABUK,RIYADH,1422,Khalid Omar,External,1665.4,243.25,119.76,223.81,586.82,1078.58,2023,9,3,3,Sunday
TR0637,2023-08-25,ABHA,RIYADH,1167,Faisal Nasser,External,4663.83,475.11,254.85,232.06,962.02,3701.81,2023,8,25,3,Friday
TR0638,2023-07-01,JEDDAH,MAKKAH,674,Hamad Saleh,Internal,3043.64,418.57,158.44,0.0,577.01,2466.63,2023,7,1,3,Saturday
TR0639,2023-03-26,HAIL,JUBAIL,897,Khalid Omar,Internal,6984.45,1223.35,435.24,0.0,1658.59,5325.86,2023,3,26,1,Sunday
TR0640,2023-06-11,YANBU,RIYADH,656,Saeed Turki,Internal,4227.91,523.26,199.2,0.0,722.46,3505.45,2023,6,11,2,Sunday
TR0641,2023-06-04,MAKKAH,HAIL,719,Khalid Omar,Internal,3306.62,343.03,106.23,0.0,449.26,2857.36,2023,6,4,2,Sunday
TR0642,2023-02-17,TABUK,HAIL,151,Rashed Hamad,External,7287.17,841.0,294.45,528.47,1663.92,5623.25,2023,2,17,1,Friday
TR0643,2023-09-26,MADINAH,ABHA,393,Rashed Hamad,Internal,6666.04,1291.89,403.98,0.0,1695.87,4970.17,2023,9,26,3,Tuesday
TR0644,2023-03-09,MAKKAH,RIYADH,1040,Saeed Turki,Internal,530.82,102.57,32.5,0.0,135.07,395.75,2023,3,9,1,Thursday
TR0645,2023-11-01,JEDDAH,ABHA,1056,Saleh Ayed,Internal,1273.27,224.88,82.42,0.0,307.3,965.97,2023,11,1,4,Wednesday
TR0646,2023-01-12,HAIL,MADINAH,1408,Saleh Ayed,Internal,2906.6,346.63,106.38,0.0,453.01,2453.59,2023,1,12,1,Thursday
TR0647,2023-06-13,TABUK,YANBU,340,Faisal Nasser,Internal,1681.22,187.37,130.29,0.0,317.66,1363.56,2023,6,13,2,Tuesday
TR0648,2023-10-14,BURAIDAH,JEDDAH,523,Turki Salem,External,4620.24,587.26,353.89,557.2,1498.35,3121.89,2023,10,14,4,Saturday
TR0649,2023-10-21,MAKKAH,DAMMAM,245,Faisal Nasser,External,4554.33,478.54,99.01,617.08,1194.63,3359.7,2023,10,21,4,Saturday
TR0650,2023-01-26,JEDDAH,TABUK,210,Mohammed Saeed,External,3439.38,586.3,252.71,324.75,1163.76,2275.62,2023,1,26,1,Thursday
TR0651,2023-12-20,YANBU,TABUK,1362,Omar Khalid,External,2992.49,358.54,196.02,363.27,917.83,2074.66,2023,12,20,4,Wednesday
TR0652,2023-02-10,TABUK,JUBAIL,369,Mohammed Saeed,External,1229.47,161.11,72.13,141.36,374.6,854.87,2023,2,10,1,Friday
TR0653,2023-08-29,MAKKAH,MADINAH,394,Hamad Saleh,External,7346.46,1022.68,455.31,733.01,2211.0,5135.46,2023,8,29,3,Tuesday
TR0654,2023-06-16,TABUK,BURAIDAH,161,Mohammed Saeed,External,1346.65,199.12,95.27,57.02,351.41,995.24,2023,6,16,2,Friday
TR0655,2023-06-28,HAIL,JUBAIL,360,Turki Salem,Internal,3542.64,607.31,93.59,0.0,700.9,2841.74,2023,6,28,2,Wednesday
TR0656,2023-10-12,JUBAIL,JEDDAH,718,Turki Salem,External,3506.12,495.57,200.73,288.18,984.48,2521.64,2023,10,12,4,Thursday
TR0657,2023-09-04,ABHA,JEDDAH,797,Abdullah Hassan,External,6382.35,916.09,429.15,521.3,1866.54,4515.81,2023,9,4,3,Monday
TR0658,2023-05-01,DAMMAM,YANBU,1471,Mohammed Saeed,External,1357.42,216.65,53.65,19.88,290.18,1067.24,2023,5,1,2,Monday
TR0659,2023-08-16,DAMMAM,TAIF,931,Mohammed Saeed,Internal,5641.32,900.58,390.33,0.0,1290.91,4350.41,2023,8,16,3,Wednesday
TR0660,2023-06-17,TABUK,YANBU,1452,Ahmed Ali,Internal,2132.09,242.83,116.94,0.0,359.77,1772.32,2023,6,17,2,Saturday
TR0661,2023-11-22,RIYADH,MAKKAH,1453,Khalid Omar,External,4484.42,623.33,245.19,131.62,1000.14,3484.28,2023,11,22,4,Wednesday
TR0662,2023-12-15,TAIF,MADINAH,1267,Rashed Hamad,External,7388.76,1430.96,465.99,1014.24,2911.19,4477.57,2023,12,15,4,Friday
TR0663,2023-02-15,HAIL,RIYADH,1352,Turki Salem,External,6857.28,1270.31,162.82,926.84,2359.97,4497.31,2023,2,15,1,Wednesday
TR0664,2023-01-28,RIYADH,HAIL,835,Mohammed Saeed,External,6992.6,863.75,434.47,413.54,1711.76,5280.84,2023,1,28,1,Saturday
TR0665,2023-06-12,YANBU,ABHA,931,Saeed Turki,External,4588.39,762.81,222.5,129.55,1114.86,3473.53,2023,6,12,2,Monday
TR0666,2023-07-16,TAIF,TABUK,415,Faisal Nasser,Internal,1507.08,161.52,31.56,0.0,193.08,1314.0,2023,7,16,3,Sunday
TR0667,2023-09-07,JUBAIL,ABHA,378,Mohammed Saeed,Internal,5316.82,752.78,251.81,0.0,1004.59,4312.23,2023,9,7,3,Thursday
TR0668,2023-12-23,HAIL,ABHA,1376,Khalid Omar,External,4320.61,670.58,203.08,230.27,1103.93,3216.68,2023,12,23,4,Saturday
TR0669,2023-04-06,ABHA,JUBAIL,115,Fahad Majed,External,6851.03,847.3,343.26,422.2,1612.76,5238.27,2023,4,6,2,Thursday
TR0670,2023-10-07,HAIL,TAIF,168,Ahmed Ali,External,5786.62,644.15,282.92,599.35,1526.42,4260.2,2023,10,7,4,Saturday
TR0671,2023-03-14,YANBU,BURAIDAH,672,Nasser Fahad,Internal,4425.18,712.49,153.62,0.0,866.11,3559.07,2023,3,14,1,Tuesday
TR0672,2023-11-19,YANBU,JUBAIL,1469,Mohammed Saeed,External,5097.79,970.41,265.61,8.25,1244.27,3853.52,2023,11,19,4,Sunday
TR0673,2023-08-21,BURAIDAH,TABUK,1275,Majed Saud,External,3657.62,717.11,248.33,158.67,1124.11,2533.51,2023,8,21,3,Monday
TR0674,2023-01-19,YANBU,HAIL,722,Majed Saud,External,960.63,141.52,28.96,7.44,177.92,782.71,2023,1,19,1,Thursday
TR0675,2023-05-30,YANBU,HAIL,155,Faisal Nasser,External,1118.83,168.45,79.53,46.63,294.61,824.22,2023,5,30,2,Tuesday
TR0676,2023-03-09,HAIL,MADINAH,663,Hamad Saleh,External,606.52,67.42,18.48,53.84,139.74,466.78,2023,3,9,1,Thursday
TR0677,2023-03-19,JUBAIL,TABUK,857,Rashed Hamad,Internal,2459.39,418.29,120.74,0.0,539.03,1920.36,2023,3,19,1,Sunday
TR0678,2023-09-28,RIYADH,ABHA,272,Khalid Omar,Internal,6782.11,1188.74,303.68,0.0,1492.42,5289.69,2023,9,28,3,Thursday
TR0679,2023-07-16,MAKKAH,YANBU,1001,Majed Saud,Internal,2081.43,361.0,84.72,0.0,445.72,1635.71,2023,7,16,3,Sunday
TR0680,2023-11-25,MADINAH,JEDDAH,207,Khalid Omar,External,3490.59,454.25,226.08,393.96,1074.29,2416.3,2023,11,25,4,Saturday
TR0681,2023-09-30,MAKKAH,TABUK,1499,Majed Saud,External,4059.42,464.86,293.16,7.22,765.24,3294.18,2023,9,30,3,Saturday
TR0682,2023-08-18,ABHA,YANBU,746,Turki Salem,Internal,1230.23,188.38,50.72,0.0,239.1,991.13,2023,8,18,3,Friday
TR0683,2023-08-10,HAIL,YANBU,658,Omar Khalid,External,2503.16,274.92,148.34,146.87,570.13,1933.03,2023,8,10,3,Thursday
TR0684,2023-12-12,YANBU,MAKKAH,1476,Fahad Majed,Internal,4399.64,738.14,350.18,0.0,1088.32,3311.32,2023,12,12,4,Tuesday
TR0685,2023-06-10,BURAIDAH,RIYADH,1477,Ahmed Ali,Internal,589.71,64.73,15.47,0.0,80.2,509.51,2023,6,10,2,Saturday
TR0686,2023-08-17,TAIF,MAKKAH,680,Faisal Nasser,Internal,755.31,122.31,17.68,0.0,139.99,615.32,2023,8,17,3,Thursday
TR0687,2023-11-01,JUBAIL,MAKKAH,1327,Salem Rashed,Internal,5810.56,650.77,414.8,0.0,1065.57,4744.99,2023,11,1,4,Wednesday
TR0688,2023-03-08,ABHA,YANBU,1426,Fahad Majed,Internal,7220.01,1224.26,254.15,0.0,1478.41,5741.6,2023,3,8,1,Wednesday
TR0689,2023-08-28,JUBAIL,JEDDAH,1408,Nasser Fahad,External,6270.19,1061.06,376.55,724.32,2161.93,4108.26,2023,8,28,3,Monday
TR0690,2023-05-12,DAMMAM,JEDDAH,667,Rashed Hamad,Internal,3370.99,449.24,79.57,0.0,528.81,2842.18,2023,5,12,2,Friday
TR0691,2023-05-16,DAMMAM,BURAIDAH,242,Nasser Fahad,Internal,5077.26,598.33,251.44,0.0,849.77,4227.49,2023,5,16,2,Tuesday
TR0692,2023-03-15,BURAIDAH,ABHA,547,Fahad Majed,Internal,7344.57,1259.89,192.41,0.0,1452.3,5892.27,2023,3,15,1,Wednesday
TR0693,2023-02-07,JEDDAH,JUBAIL,613,Rashed Hamad,External,640.74,95.96,37.91,0.08,133.95,506.79,2023,2,7,1,Tuesday
TR0694,2023-01-20,JUBAIL,ABHA,645,Khalid Omar,External,7284.63,1147.07,370.96,1027.04,2545.07,4739.56,2023,1,20,1,Friday
TR0695,2023-09-09,TABUK,ABHA,927,Hamad Saleh,Internal,4550.97,456.6,351.56,0.0,808.16,3742.81,2023,9,9,3,Saturday
TR0696,2023-09-04,JEDDAH,JUBAIL,1196,Saleh Ayed,External,3000.8,390.95,69.95,448.78,909.68,2091.12,2023,9,4,3,Monday
TR0697,2023-11-28,JEDDAH,ABHA,1194,Hamad Saleh,External,1103.43,161.06,72.82,107.22,341.1,762.33,2023,11,28,4,Tuesday
TR0698,2023-04-01,BURAIDAH,RIYADH,886,Salem Rashed,Internal,2741.53,381.1,72.39,0.0,453.49,2288.04,2023,4,1,2,Saturday
TR0699,2023-12-19,TAIF,BURAIDAH,273,Saleh Ayed,External,6014.93,685.67,189.98,649.38,1525.03,4489.9,2023,12,19,4,Tuesday
TR0700,2023-10-31,MAKKAH,BURAIDAH,896,Mohammed Saeed,External,4247.63,834.64,291.84,615.85,1742.33,2505.3,2023,10,31,4,Tuesday
TR0701,2023-01-09,RIYADH,ABHA,214,Omar Khalid,Internal,3541.31,429.09,209.76,0.0,638.85,2902.46,2023,1,9,1,Monday
TR0702,2023-09-25,TABUK,YANBU,1198,Khalid Omar,Internal,7436.12,771.03,211.9,0.0,982.93,6453.19,2023,9,25,3,Monday
TR0703,2023-12-01,RIYADH,BURAIDAH,1366,Ahmed Ali,Internal,5759.73,651.16,174.72,0.0,825.88,4933.85,2023,12,1,4,Friday
TR0704,2023-01-26,MADINAH,JEDDAH,1034,Fahad Majed,Internal,6765.14,719.78,467.12,0.0,1186.9,5578.24,2023,1,26,1,Thursday
TR0705,2023-02-28,TABUK,JUBAIL,1360,Abdullah Hassan,Internal,6533.4,931.8,448.79,0.0,1380.59,5152.81,2023,2,28,1,Tuesday
